,category,event_name,gender,age,marital_status,session_id,device,client_time,latitude,longitude,state
6697,Sports,View Project,M,18-24,single,3eae154a5f9140e2a8e1db1fe40a514f,android,1395727808,33.724907,-84.468329,GA
6698,Sports,View Project,M,18-24,single,3dc7f659769a4e71955593dca5ab2708,android,1395728693,40.606125,-111.978898,UT
6699,Sports,View Project,M,35-44,married,cf4823cee8a44f4ea4dffd66e0407bf5,iOS,1395728897,39.433602,-87.410094,IN
6700,Environment,View Project,F,45-54,single,586e439f36784f9dabe6de7310661e33,android,1395728899,33.786594,-118.298662,CA
6701,Sports,View Project,M,18-24,married,afe1baf13452477aa7db6dea6c2522bb,iOS,1395729066,39.857259,-105.12344,CO
6702,Environment,View Project,U,35-44,married,8338f79dd92f4c8b877d4fde808663be,android,1395729456,38.8368,-76.997697,DC
6703,Sports,View Project,F,18-24,married,647b4214875b4e2ca905c5c6a9ecef15,android,1395729592,29.688447,-95.051319,TX
6704,Environment,View Project,M,35-44,married,35c19b552b4648a8ac59c2c5bf3985da,iOS,1395729948,40.685945,-79.051607,PA
6705,Environment,View Project,U,55+,single,53c6b728a08340de989f67153b9d9509,android,1395730594,42.398503,-73.626548,NY
6706,Sports,View Project,M,18-24,married,5a79fff098ae48e1b07e3db2dce98daf,iOS,1395730622,45.408374,-122.691388,OR
6707,Sports,View Project,F,45-54,single,950c739b0ada4cfda6368142ce278296,android,1395731015,39.952413,-91.200676,IL
6708,Environment,View Project,F,35-44,married,22eea8f64fd24c439e57cddb9471252d,android,1395732948,29.292564,-98.408567,TX
6709,Sports,View Project,F,25-34,married,7cbb3ea516714b2d8763cf723dc50810,iOS,1395734591,40.700229,-73.797278,NY
6710,Environment,View Project,M,35-44,married,e028e4a313d5462a890c629c761e8263,iOS,1395735251,39.336266,-80.015686,WV
6711,Environment,View Project,M,18-24,married,3782463981e342a19564a92ffae4c93f,android,1395735400,26.22131,-80.26137,FL
6712,Environment,View Project,F,25-34,single,dfba72fbc96e4a8bb7cfa60a6e2bfd80,android,1395736704,32.555039,-83.644751,GA
6713,Sports,View Project,M,18-24,married,6899b26fa31a4df7a06d42e6e13ba099,iOS,1395737221,33.797854,-84.387726,GA
6714,Sports,View Project,F,45-54,married,772fbd451ed0423bbf797223750b62f2,android,1395737807,32.267238,-89.958708,MS
6715,Environment,View Project,F,18-24,married,6d5c10417c24487d9dae2b02d25b130b,android,1395738768,39.771506,-75.799761,PA
6716,Environment,View Project,M,35-44,single,fcf75bffbcf043b984b738abad8ed1d1,android,1395739195,40.584028,-83.101687,OH
6717,Sports,View Project,F,18-24,married,9f65e285c22145e993e94f252c66450f,iOS,1395741016,36.149337,-80.325815,NC
6718,Sports,View Project,F,55+,single,8b87812ef6584ed795855a0afba07aae,android,1395743800,41.154898,-96.137617,NE
6719,Sports,View Project,F,35-44,single,226bc5ee10f4465997ab2e3be752f91a,android,1395744245,44.373778,-88.444396,WI
6720,Environment,View Project,M,25-34,single,9eb52166f5544ea08febbbbca75551e1,android,1395744870,41.048958,-73.783036,NY
6721,Environment,View Project,F,35-44,single,35b0a1ea3b2144ba8f9779636bbe2007,iOS,1395745084,38.785864,-77.286156,VA
6722,Environment,View Project,M,18-24,single,70b2dbed35804107902cccfa639fcade,iOS,1395754396,40.290515,-109.846675,UT
6723,Environment,View Project,F,45-54,married,fc2be6d8cd5b46e784c0870ae1eaf797,android,1395754827,32.093314,-110.879684,AZ
6724,Environment,View Project,M,18-24,married,8da291ae32184af19cf483fcb7158136,android,1395755114,45.447209,-84.578019,MI
6725,Environment,View Project,M,18-24,single,f1714ce3536f4523aa94c9fb84a27062,iOS,1395755520,33.685069,-117.763886,CA
6726,Environment,View Project,M,18-24,married,15f0686017694d2faaa1d631ddfde476,android,1395757160,33.844371,-84.47405,GA
6727,Sports,View Project,M,35-44,married,d0cbd8220ccc4f06bb036c9b4a466dc2,android,1395759258,38.674601,-90.374716,MO
6728,Sports,View Project,U,35-44,married,207bcc60f122468d9e3554efe217d8ed,android,1395759353,40.173093,-77.421905,PA
6729,Sports,View Project,F,18-24,married,b0d1ce455373460fb69aa6469fd8211d,iOS,1395759901,40.122477,-104.935838,CO
6730,Sports,View Project,M,18-24,single,060a6b10007c400593214142004ea18e,iOS,1395760670,45.45509,-122.696724,OR
6731,Sports,View Project,U,45-54,married,abe5e032ce894578b22ac33469987db8,iOS,1395762974,40.63896,-79.610962,PA
6732,Environment,View Project,M,55+,single,6ca6108b7a2f4d2785380582c1eafcd2,android,1395764245,42.230956,-77.917245,NY
6733,Sports,View Project,F,18-24,married,ae318f74c42f433b9de92c8cf54e60b8,android,1395764625,33.794055,-84.377326,GA
6734,Environment,View Project,F,55+,single,fed54e67b6644873a84210325b0198ef,iOS,1395764897,39.024819,-94.682563,KS
6735,Environment,View Project,F,45-54,married,a9e5dd2e8aaf495fade52b44fd533993,iOS,1395766997,35.492743,-82.959555,NC
6736,Environment,View Project,M,25-34,single,2ec2762573554653b2b0b26df73366fb,android,1395769187,30.267607,-97.860767,TX
6737,Sports,View Project,F,18-24,married,9a7d0525fea349ce8a39977eeb15a746,iOS,1395769500,33.792005,-84.442778,GA
6738,Environment,View Project,F,25-34,married,f2df98f14a894b36991411fc7cad5d70,iOS,1395773754,27.546332,-82.496732,FL
6739,Sports,View Project,U,18-24,married,55ee1cda8c4748b4aab05f628b0347e0,android,1395774198,41.838351,-89.193176,IL
6740,Environment,View Project,F,45-54,single,59f2f27fd2bd49548598f79af88be712,iOS,1395774559,43.132429,-85.551631,MI
6741,Sports,View Project,M,45-54,single,0dcfc70d269c4d959d6b63a26f8395ce,android,1395774620,39.016349,-84.197778,OH
6742,Environment,View Project,F,18-24,single,8ea9faed54fd48c58d6075eabe7e2282,android,1395775152,40.087835,-105.373507,CO
6743,Environment,View Project,F,18-24,married,2f0fc744f23346a5a1a8b9add5cfcd1f,iOS,1395775958,33.776305,-84.397976,GA
6744,Environment,View Project,M,35-44,married,2fea737559cc450fa118945424f8a4ec,iOS,1395777794,40.754757,-73.601772,NY
6745,Sports,View Project,F,18-24,single,a5961cb01d114ae49ccf306b49b22810,android,1395777969,33.844371,-84.47405,GA
6746,Sports,View Project,F,18-24,married,46d86646ea254690bdc6c3ad273b42f9,iOS,1395778276,39.776986,-105.108182,CO
6747,Sports,View Project,F,45-54,single,d3b29c39c829493d8e5d50bbb2602a0c,iOS,1395778863,31.592985,-87.898539,AL
6748,Sports,View Project,M,18-24,married,806d59bc17ab49109c961b63408fc4a7,iOS,1395779514,38.357884,-86.372687,IN
6749,Environment,View Project,F,35-44,single,8d8a2f8abeba4cf180f18d277056c7aa,iOS,1395780076,35.249452,-81.133003,NC
6750,Sports,View Project,F,18-24,single,ae1089bf984240e0a532c996c271f7ad,iOS,1395780156,33.797854,-84.387726,GA
6751,Sports,View Project,F,45-54,married,5c97d8b6dfd145c4be7ee0f3c6bb72c2,iOS,1395781043,40.712066,-85.468798,IN
6752,Environment,View Project,F,55+,single,7eeb80a2873a48efb4cf433e8d2b141c,iOS,1395782735,29.458472,-95.034525,TX
6753,Sports,View Project,F,25-34,married,9aaf025c453d4102aa10bbb03816fd11,android,1395783152,33.943652,-83.721536,GA
6754,Sports,View Project,F,18-24,married,e559802e144d4394a963dcd4a03bde7b,android,1395784453,38.802398,-90.1289,IL
6755,Environment,View Project,M,18-24,married,e8981fb4521142f58470a1e53160107c,iOS,1395785558,33.752456,-84.392026,GA
6756,Environment,View Project,M,45-54,married,fa2e6e64f1e74fcda466ab20bb3baa69,iOS,1395789225,38.404909,-85.716548,IN
6757,Sports,View Project,F,25-34,married,9c70af9cee6c413c87177180528b3ea1,iOS,1395789537,33.276539,-112.18717,AZ
6758,Environment,View Project,M,18-24,single,876e59ba2a97414eb8b175bfae60beee,android,1395793586,40.063935,-105.390027,CO
6759,Sports,View Project,F,55+,married,13f1a0b70fe444048210351d6d1d55ee,iOS,1395793789,40.677128,-86.260927,IN
6760,Environment,View Project,F,35-44,married,da676cf9d9bb4333ab91e9241b0c00af,iOS,1395795880,38.289882,-86.08239,IN
6761,Sports,View Project,M,18-24,married,986d0ef83c3a425b8e126efd8d1d7d52,android,1395798489,33.829743,-84.381529,GA
6762,Sports,View Project,F,25-34,married,80a76a21a25a43ffab1af30bd72fd887,iOS,1395801733,39.091081,-84.988904,IN
6763,Sports,View Project,F,18-24,single,61fa3684c4c4431da6d6f47e17bded3d,android,1395804994,44.693963,-85.676342,MI
6764,Sports,View Project,M,45-54,single,02de31a1179b4e598765426dff075df9,iOS,1395806112,42.886789,-71.485331,NH
6765,Environment,View Project,F,45-54,married,d3272bf02c804a199868730ae55a7700,android,1395810170,40.653246,-111.820566,UT
6766,Sports,View Project,F,55+,single,2613a2b3b0054ebc829c88b4dd97f312,android,1395810582,33.276539,-112.18717,AZ
6767,Sports,View Project,M,35-44,married,89afd14a2db24939a159ea91614c8d21,android,1395811049,42.471316,-71.837509,MA
6768,Sports,View Project,F,18-24,married,5440995d39fd4d398f1c6f0cc984c2f6,android,1395811779,33.792005,-84.442778,GA
6769,Sports,View Project,M,55+,single,a281eb8f4fd245b09ca8c99204bfc130,iOS,1395811868,38.7196,-90.269962,MO
6770,Environment,View Project,F,35-44,married,95a0886a01a744eeab3323ce4bc7e632,android,1395812750,25.558428,-80.458168,FL
6771,Environment,View Project,F,45-54,single,f1d27f6b80f74bb695295b2871af78f5,iOS,1395813265,33.016928,-116.846046,CA
6772,Environment,View Project,M,18-24,single,f449319d33034d87b070551e1025d973,android,1395813989,39.695488,-119.811146,NV
6773,Sports,View Project,M,18-24,married,5b66136029c34d8cadd0f0c20a5c6bbc,iOS,1395814664,33.797854,-84.387726,GA
6774,Sports,View Project,M,18-24,single,fa552722c32b4c3784cb5208b3bbd86d,iOS,1395816969,40.046064,-105.097151,CO
6775,Sports,View Project,M,25-34,married,06bf1a9aff65436dba04ce29c930aaa4,iOS,1395818754,33.518505,-84.337523,GA
6776,Sports,View Project,M,18-24,married,baced353d2614e2fb76c56aff5c8f5a6,iOS,1395818764,39.93242,-105.287967,CO
6777,Sports,View Project,M,55+,single,b9d046efa30b472eabcf048de753350b,android,1395821376,39.614737,-75.701277,DE
6778,Environment,View Project,M,35-44,married,fff2dc58df814daf8cd28cc28a67dbae,iOS,1395821993,40.951589,-85.854151,IN
6779,Sports,View Project,M,18-24,single,653cd75a279b40cc86ccadfe9d1145e3,iOS,1395826346,40.114114,-105.369797,CO
6780,Sports,View Project,M,35-44,single,68f5b6b871884928be886d9ce93ada62,iOS,1395827610,41.811929,-87.68732,IL
6781,Environment,View Project,F,45-54,single,a4483708eeca48beac1cbba973bf53a5,iOS,1395829125,35.83391,-83.568939,TN
6782,Environment,View Project,F,18-24,married,985d5bf0fed84435a6c2627000dbbf6b,iOS,1395830009,45.408374,-122.691388,OR
6783,Environment,View Project,F,35-44,married,34091a81f0a446ee8abd8e3bb520d892,android,1395830657,33.516258,-88.461318,MS
6784,Environment,View Project,M,25-34,single,453a477f7dbb44bd82c8f8ae240792cb,android,1395831136,37.984202,-87.489212,IN
6785,Sports,View Project,F,55+,married,9708f0796bbe489db90537cbd3d5801f,android,1395832177,45.061744,-68.878893,ME
6786,Sports,View Project,F,45-54,married,fe4220fc696848c5b665a57669f7e304,iOS,1395834388,41.249104,-80.8439,OH
6787,Sports,View Project,M,18-24,married,93c7c079ae7b41e08c333a8476affb99,iOS,1395834466,39.867235,-105.004125,CO
6788,Environment,View Project,F,18-24,single,648e087556604bc8b582cba5d6c4b4c5,android,1395835206,32.788655,-97.355195,TX
6789,Environment,View Project,M,55+,married,47ae7ed738f14feb9c071e8328924a5a,iOS,1395835241,43.088824,-124.389936,OR
6790,Sports,View Project,M,25-34,married,0e70f1282a874789ad2f4653671de16c,iOS,1395837311,39.356206,-76.610989,MD
6791,Sports,View Project,F,18-24,married,91fdf9898e594491a279e319f1caa7f2,iOS,1395838358,33.724907,-84.468329,GA
6792,Environment,View Project,F,55+,single,4cb7453fe695433fb7fe550a3e9c3351,android,1395839581,40.451367,-80.20828,PA
6793,Environment,View Project,M,35-44,single,e979081e94c34b10b329e36fdb7a268c,android,1395841207,37.986473,-122.59184,CA
6794,Sports,View Project,F,55+,married,530c153435234c57ade65051493177bb,android,1395843159,39.217552,-94.723817,MO
6795,Environment,View Project,M,18-24,married,72d2ae2d54234397a646bcc5090e326e,iOS,1395846462,30.670745,-81.894528,FL
6796,Environment,View Project,M,25-34,single,0e5a7ec463024dc8b4d2ff13c686cf44,iOS,1395846748,40.2818,-111.72091,UT
6797,Environment,View Project,M,45-54,married,e450000b1db844bbbb1a82d206ae9978,iOS,1395848849,39.735455,-85.552199,IN
6798,Sports,View Project,M,18-24,married,b91a8ab742c646c299018705bb3d94d4,iOS,1395853308,33.829743,-84.381529,GA
6799,Environment,View Project,F,25-34,single,7d8f5242442046788c42f71df8685b42,iOS,1395854887,28.066478,-82.611596,FL
6800,Environment,View Project,M,25-34,married,9e090b074ffe4acebbe3d9dcec1b3c96,android,1395855030,35.839769,-83.203929,TN
6801,Environment,View Project,F,45-54,married,6eb6993aa8d44eb69fb9065931713962,iOS,1395856109,33.786594,-118.298662,CA
6802,Environment,View Project,F,18-24,married,46261d3388f1480f91b089acf76f1f6b,iOS,1395856147,45.343615,-122.664926,OR
6803,Environment,View Project,M,55+,single,c28892795df64a188be2da8042957237,android,1395856390,39.969036,-83.011389,OH
6804,Environment,View Project,F,25-34,married,acad706ffa7c4559950efeb14faa5d46,android,1395856428,27.704046,-82.35742,FL
6805,Environment,View Project,F,55+,married,1204504523414bf38819777dc25b7edb,iOS,1395858740,38.93826,-77.091149,DC
6806,Environment,View Project,F,35-44,single,c6d95a55a98746ec8e668137e3e46ada,iOS,1395862330,39.936212,-75.155973,PA
6807,Environment,View Project,F,18-24,married,3cd7e3fa5e8048afa122529f9a49cc2a,iOS,1395862619,40.055785,-105.472634,CO
6808,Environment,View Project,F,18-24,single,f09450f6addf418fb6e5a8c6a4bee272,iOS,1395863462,33.757806,-84.433649,GA
6809,Environment,View Project,F,25-34,married,0c15e0f773cd4f1fa6e508e6f6a12247,android,1395863588,30.078597,-81.847794,FL
6810,Environment,View Project,F,45-54,single,e41bfedacba04d4ab9c22d810fc99082,iOS,1395863905,32.899613,-117.144916,CA
6811,Sports,View Project,F,25-34,married,7f8eed0ca5a94cec9cea2dc1647142bc,android,1395865359,37.674347,-96.970128,KS
6812,Environment,View Project,F,45-54,single,f56c5d72ed8a44539a704091c4d24599,iOS,1395867101,40.677102,-74.229289,NJ
6813,Environment,View Project,U,55+,single,8d76c89ae0e24a02b04c4fc3417fa90f,iOS,1395867429,40.598702,-74.607518,NJ
6814,Environment,View Project,F,35-44,married,b762bce5b4cd44ada36fcdbc12706279,iOS,1395868790,39.430795,-86.099838,IN
6815,Environment,View Project,M,55+,single,639e1eee63d9457b8d01ad223bd1ba89,android,1395870913,43.112163,-77.561771,NY
6816,Environment,View Project,M,18-24,married,c70fca0f91754c62863e3b4ffb93cdcd,android,1395873182,37.748932,-122.416281,CA
6817,Sports,View Project,M,25-34,married,4dc272c1c33f4dd18417a4772b755254,iOS,1395874334,39.822491,-86.973306,IN
6818,Environment,View Project,M,45-54,married,6808d9688f3e4e3c92f3d87d479cd3fb,android,1395877109,41.262312,-75.816983,PA
6819,Sports,View Project,M,25-34,married,ef03d007a64a45c69ebee0fd07556df1,iOS,1395877499,39.039488,-87.30662,IN
6820,Environment,View Project,F,55+,single,e4d2f02d8a7b42d582851d97542e2e6d,iOS,1395879768,33.838815,-118.1576,CA
6821,Sports,View Project,F,45-54,single,09b12a5a957a43d094ef849753c399be,android,1395880181,35.486335,-86.462357,TN
6822,Sports,View Project,F,25-34,single,eb1eed3354e74fe3968d1fe5480b7fd5,android,1395880409,38.379347,-82.264954,WV
6823,Environment,View Project,F,45-54,married,a9b9cca7f2a643d3816439183309ad11,iOS,1395880910,28.210733,-80.680583,FL
6824,Sports,View Project,M,35-44,married,88653fffe2464963aa767eb31b702110,android,1395881525,41.800617,-85.866011,MI
6825,Environment,View Project,F,35-44,married,e35f62090e354454a1916aa1e78cbd30,iOS,1395881720,35.343758,-83.773869,NC
6826,Environment,View Project,F,18-24,married,eb8d2e23720e44d9ad61238320c24ea0,iOS,1395881900,33.844371,-84.47405,GA
6827,Environment,View Project,M,55+,single,130470aa99ce44948633c3443d4e7a87,iOS,1395882478,34.05744,-86.107869,AL
6828,Sports,View Project,M,45-54,single,ec88748b2e4f4bdba923c9483e94f8d7,iOS,1395884204,33.448876,-111.824363,AZ
6829,Sports,View Project,M,18-24,married,c6ee20644de143378a9c708cdecee570,iOS,1395890487,28.586197,-82.395858,FL
6830,Environment,View Project,U,18-24,married,fa025e7a8ee64354bef382324f08fc2d,android,1395891818,33.797854,-84.387726,GA
6831,Sports,View Project,M,25-34,married,8a62a7f03d004da49e142c5d0ed6e9aa,iOS,1395892661,39.663342,-85.590869,IN
6832,Sports,View Project,F,25-34,single,47c7a773c4444e16980affdf92a868ee,android,1395892675,37.114844,-107.659745,CO
6833,Sports,View Project,F,45-54,married,2d9494cfbc14484281fe3adeacccc06c,iOS,1395892933,29.345385,-98.483449,TX
6834,Environment,View Project,F,35-44,single,b3e8bbb1df464c2d91f1481ac64cd0d5,iOS,1395895371,47.432251,-121.803388,WA
6835,Sports,View Project,M,25-34,single,338ab81158ca4dd694e216baa2e27526,android,1395896232,45.704474,-89.386562,WI
6836,Environment,View Project,F,55+,single,b8c4ed0f440442ea8a6da888b038ab25,iOS,1395896737,41.811929,-87.68732,IL
6837,Environment,View Project,F,45-54,married,49f9d34a8b3149f988ef3ff4210537bc,iOS,1395900355,37.189396,-121.705327,CA
6838,Environment,View Project,F,18-24,married,019d3c4fc02d4ecfa0521982db23e4ff,iOS,1395901991,45.45509,-122.696724,OR
6839,Environment,View Project,U,18-24,married,f8e900b1cdf1438a815f66b059a9cc0f,android,1395902600,40.695731,-75.286528,PA
6840,Sports,View Project,M,18-24,married,99c2fb73cefa4c309ecb68ab4634ebdc,android,1395903737,33.276539,-112.18717,AZ
6841,Environment,View Project,M,55+,single,5ee693175e58450e95a36a44ea0efb49,android,1395905662,42.91884,-83.51249,MI
6842,Sports,View Project,M,18-24,married,e45406ea63784587bb76cb6c19c5f5f3,iOS,1395905946,33.760505,-84.399626,GA
6843,Sports,View Project,M,35-44,married,d40744cd5ca84e7187a7b7b5cab65e80,android,1395906678,26.178752,-81.745447,FL
6844,Sports,View Project,U,25-34,married,c78e90a73a27455d91c81615d6ee83d4,iOS,1395906908,33.61806,-84.550147,GA
6845,Sports,View Project,U,55+,married,414914e3ab534b45bd2b78a9df2d8fca,android,1395906956,43.637836,-96.816129,SD
6846,Sports,View Project,M,18-24,married,906edf0925c44d64ac69df9c296184ee,iOS,1395907068,39.864689,-86.013632,IN
6847,Sports,View Project,U,35-44,married,1c5d5ed8914246f3bad24f6d8350322c,android,1395911915,35.632093,-97.212206,OK
6848,Sports,View Project,F,55+,single,2ae7855a409d435fa830cfb130ed2754,iOS,1395912260,35.904503,-100.384093,TX
6849,Sports,View Project,U,18-24,married,89d8aa084cb949d4bf46be2ce9839393,iOS,1395912875,39.83059,-85.284275,IN
6850,Environment,View Project,M,45-54,married,9fbfc6e8dbd245aabcb1f459ed70a8b3,iOS,1395915553,34.848108,-89.617691,MS
6851,Sports,View Project,F,18-24,married,6c6a142e63a9421985eb429f584ea450,android,1395915973,33.752456,-84.392026,GA
6852,Environment,View Project,F,45-54,married,361b1d3530544de6ae89c9537075787a,iOS,1395915977,38.352262,-90.62569,MO
6853,Sports,View Project,U,55+,single,aae75d5dc9c24045acdc0aab6f28a9eb,android,1395916167,42.499235,-83.181077,MI
6854,Environment,View Project,F,25-34,single,b7d1c7dec9764092a4d4122e6dde33a1,iOS,1395916448,32.834861,-83.668091,GA
6855,Sports,View Project,M,18-24,married,cb84e6ed69e741da98cab7fb4d403580,iOS,1395916497,32.079682,-107.683073,NM
6856,Sports,View Project,M,18-24,single,7741e23905b445debe184229fefb77cc,android,1395916705,39.857259,-105.12344,CO
6857,Sports,View Project,M,18-24,single,91197ac987264c1d9c3a1e0dbf9323cb,android,1395916877,33.549947,-84.207969,GA
6858,Environment,View Project,M,55+,married,609a978084ce479a95fe766f69cde630,android,1395919527,46.527811,-120.687412,WA
6859,Sports,View Project,F,25-34,single,db6dd872252c46a18edfdd554821b2b3,iOS,1395919950,42.060928,-87.883073,IL
6860,Environment,View Project,F,18-24,married,a3bdbc76fe7643c9aa25e2b4718de190,iOS,1395920776,33.776305,-84.397976,GA
6861,Sports,View Project,M,18-24,married,a2e27b74044e44b2a94a908ea69dfbe9,iOS,1395922699,33.792005,-84.442778,GA
6862,Sports,View Project,F,18-24,single,7ca1592684634e33b48a71964a046e2c,iOS,1395922903,33.93523,-85.957593,AL
6863,Environment,View Project,F,55+,single,b14a3f355b1441399547fde6bd8650d8,iOS,1395923103,40.715081,-103.211191,CO
6864,Environment,View Project,M,25-34,married,0f7bb023ea0142979e2d7148f69d6333,iOS,1395925170,39.712361,-87.222646,IN
6865,Sports,View Project,M,45-54,married,dcf00162143b449aaa66d480224881c0,android,1395926955,34.207324,-80.306569,SC
6866,Environment,View Project,M,18-24,married,0f06650ef8d949908d13313e8fb8386a,iOS,1395929242,33.786594,-118.298662,CA
6867,Sports,View Project,F,55+,single,b00b190d58e54492ab60cc227d05db5e,android,1395933033,44.693963,-85.676342,MI
6868,Sports,View Project,M,45-54,single,bf1b3b42fdea46169c79a71de4dbaca0,iOS,1395934105,42.956176,-85.660693,MI
6869,Environment,View Project,F,18-24,married,949547bd26bd471fa5af738b07170128,android,1395935279,41.765478,-88.405446,IL
6870,Sports,View Project,F,55+,married,191de948fdac42b8a3cb7d82a408690d,android,1395935376,33.397131,-111.787678,AZ
6871,Environment,View Project,F,55+,married,4d7fc8200345468cb651781b328b1768,android,1395938439,38.793214,-82.930576,OH
6872,Sports,View Project,F,18-24,married,cf79ecb9c011466f90d18e1a73f3758a,iOS,1395939385,45.408077,-122.723058,OR
6873,Sports,View Project,F,55+,single,2474e18f73224b68bf987cc8c204b528,android,1395939406,44.957065,-93.041616,MN
6874,Sports,View Project,F,35-44,married,f3d0b4e681ec46128e4c557853f89625,android,1395939537,34.148893,-119.15458,CA
6875,Sports,View Project,F,18-24,single,ba804bc9bf904833ad41890c64fa4e35,android,1395940366,39.93242,-105.287967,CO
6876,Sports,View Project,U,18-24,married,e36e27311ff847e6b0ca83d334d34330,iOS,1395942323,43.12295,-71.914287,NH
6877,Sports,View Project,F,45-54,single,10a8b85b2e6c45ef8fa8dc41d92ebe69,iOS,1395943682,27.023059,-98.261049,TX
6878,Environment,View Project,M,55+,married,3b36818ad29d4e33a3f334edcf3bb12e,iOS,1395943789,42.670645,-73.55142,NY
6879,Sports,View Project,F,55+,married,1227a0d0e6b7481bb3d2fbc11313369f,iOS,1395943883,38.783542,-93.417093,MO
6880,Environment,View Project,M,35-44,married,babd69501ff94336a101906dc1d781ab,iOS,1395945039,39.904018,-85.520548,IN
6881,Sports,View Project,F,55+,single,360565356b7e48bca8af23c0c04023f2,android,1395945990,37.711532,-108.924334,CO
6882,Environment,View Project,F,55+,married,f26b399284844477819c1f3a3df1f07e,iOS,1395946805,39.433095,-85.111826,IN
6883,Sports,View Project,M,55+,married,baff52c067f64d29a5d930dd0422af5d,iOS,1395946921,25.783676,-80.235421,FL
6884,Sports,View Project,F,35-44,single,a3dd1972c4354b5f8cf92d1ddf6cde54,iOS,1395949689,38.757114,-76.977596,MD
6885,Environment,View Project,M,18-24,married,3dabebe024e94b59ac183026ed7d91c3,iOS,1395951504,45.408374,-122.691388,OR
6886,Environment,View Project,M,45-54,single,8bfbf7fd9c62474eab21abf8ff96c0fb,iOS,1395952162,40.751146,-73.882508,NY
6887,Environment,View Project,F,25-34,single,e331ada3e7964acfb0cd1b2b4b86ea26,iOS,1395952321,33.974518,-96.698204,OK
6888,Sports,View Project,F,18-24,single,941c6789103342df891b211dfc22ae30,android,1395952537,27.732089,-97.385169,TX
6889,Sports,View Project,F,18-24,single,d080cbffb68a4f9da408238e1093cff6,iOS,1395957031,40.026334,-105.104899,CO
6890,Sports,View Project,F,18-24,married,1e4c081642434597b115c63e5fe9de82,iOS,1395958976,33.970894,-84.445734,GA
6891,Environment,View Project,M,18-24,single,07561ccfd0214508aff00e8e7fb46761,iOS,1395960285,29.437532,-98.461582,TX
6892,Environment,View Project,F,25-34,single,4b0bf78e939248e6928e174c1fd58f84,android,1395961332,25.971728,-97.469871,TX
6893,Sports,View Project,U,18-24,single,d375cf94905c4dfdb568899a4f25ebb9,android,1395963007,45.408077,-122.723058,OR
6894,Environment,View Project,M,18-24,single,10988528f665419fa2b1554750458933,iOS,1395964769,38.841819,-89.877841,IL
6895,Environment,View Project,M,18-24,married,0b384c200c19431ca510cff2a713384d,iOS,1395966023,39.416398,-85.00028,IN
6896,Environment,View Project,M,35-44,married,0d27ede0a66c459286ed8706bfca6c29,iOS,1395967398,41.811929,-87.68732,IL
6897,Environment,View Project,M,55+,married,176fb0c64a514928a51572b0d47f3aaf,android,1395968769,44.944027,-90.52792,WI
6898,Environment,View Project,M,18-24,married,1a60511c463f435db7ac7c8677f3a1aa,android,1395972468,33.724907,-84.468329,GA
6899,Environment,View Project,F,45-54,married,74fe9347e7af410da0d1325a807b2ead,android,1395973026,37.624988,-77.49592,VA
6900,Sports,View Project,U,18-24,married,6f3bae89a56f41c7b1bc0c57efebdb2c,iOS,1395974949,36.119038,-115.24018,NV
6901,Environment,View Project,F,18-24,married,2133b9c7d4fe4011a829acf1dbfcab70,iOS,1395978224,39.980835,-105.269915,CO
6902,Environment,View Project,M,55+,single,7de30c4e7648483e9dbf6f4763ec8f7b,android,1395978814,40.917598,-74.546651,NJ
6903,Environment,View Project,F,35-44,married,61627d41f65f49119912707db599c46e,iOS,1395979484,34.193041,-84.092588,GA
6904,Environment,View Project,M,18-24,married,12fe7aaa704549d99c9febdf12df0fd6,android,1395981248,33.834989,-84.386826,GA
6905,Environment,View Project,F,45-54,married,4fbf1f9fdd534817884e35706a415f14,android,1395983469,39.19017,-85.229151,IN
6906,Environment,View Project,F,55+,married,04a14e7b04174a64b2e291b8bfbd5cd6,android,1395983562,40.545163,-74.174692,NY
6907,Sports,View Project,M,18-24,single,2426581bfc284ec791d6ce5f8c879f37,android,1395983923,33.724907,-84.468329,GA
6908,Environment,View Project,F,45-54,single,f580d30d6df14f599507350c4accd68a,iOS,1395984512,46.334539,-122.647324,WA
6909,Environment,View Project,F,55+,single,b7b00d16da124a8a8e7af977fec93d02,android,1395984580,33.982269,-84.48803,GA
6910,Environment,View Project,F,35-44,single,798e5359475141828766080eee37a10d,iOS,1395984591,36.972577,-93.122301,MO
6911,Sports,View Project,F,25-34,married,971b0982dedd4e16a007c6d8d00471a5,iOS,1395984984,29.67543,-95.391466,TX
6912,Sports,View Project,F,45-54,single,3448f44acd7c4b649d7aa4e8d4c016bc,android,1395986326,30.200948,-93.443701,LA
6913,Sports,View Project,F,55+,married,5f98a1c9a73d4d8c88a4912c66dc3489,android,1395986869,34.43492,-81.893558,SC
6914,Environment,View Project,U,18-24,married,d9a4088ff9cb439bb05f02ad5e507a36,iOS,1395987211,39.467536,-87.392019,IN
6915,Sports,View Project,M,35-44,single,3c219f6bf04c4ce8959114b54da0b683,iOS,1395988114,40.969642,-76.948072,PA
6916,Environment,View Project,F,25-34,married,9d3712dc454843938210f2c49bd273cb,iOS,1395989634,38.584823,-85.748631,IN
6917,Sports,View Project,F,18-24,married,46b011be7d1e49edb164de7c82e6fcd8,iOS,1395990698,33.757806,-84.433649,GA
6918,Sports,View Project,F,18-24,single,a6fa4a7475544d889e18f3efaa2dfbcf,android,1395990954,36.839806,-83.223251,KY
